,Name,Price,Market-Cap
4123,VELOREX,$0.002596,"$1,037,597"
4124,Shina Inu,$0.0000001304,--
4125,The Commission,$0.0006541,"$640,939"
4126,ASSARA,$0.00001997,"$1,996,906"
4127,All Coins Yield Capital,$0.000002417,--
4128,Singularity,$1.77,"$2,223,894"
4129,CoinField Coin,$0.3861,"$115,840,945"
4130,Multiverse,$0.003506,--
4131,ARTM,$0.00035,"$4,303,253"
4132,Tr3zor,$0.003568,"$1,241,279"
4133,Super Whale DAO,$0.0009851,"$98,511"
4134,Peace DAO,$1.91,--
4135,ClassZZ,$0.02094,--
4136,Marvelous NFTs (Bad Days),$0.02511,"$38,452"
4137,GameYoo,$0.008553,--
4138,Euro Shiba Inu,$0.0...01241,"$260,508"
4139,Google Tokenized Stock Zipmex,"$2,258.80",--
4140,CoinsPaid,$0.01173,"$1,210,348"
4141,Bitcoin Vault,$2.45,"$5,130,693"
4142,LOL,$0.0000003323,--
4143,MiniDOGE,$0.000000002446,"$1,715,828"
4144,The Luxury Coin,$0.09089,"$195,919"
4145,eaglecoin,$0.1539,"$4,463,637"
4146,PlaceWar,$0.00763,--
4147,Starpad,$0.01163,"$354,653"
4148,BlockchainSpace,$0.09631,"$2,619,174"
4149,Dinoland,$0.001979,--
4150,Battle Saga,$0.004694,"$52,746"
4151,NSUR COIN,$0.000595,--
4152,Broovs Projects,$0.001161,--
4153,KleeKai,$0.0...02287,--
4154,UMI,$0.006095,"$5,455"
4155,Megaweapon,$0.7802,"$7,802,398"
4156,concertVR-Token,$0.01638,"$694,145"
4157,Polygen,$0.0009312,"$73,450"
4158,Baby Bitcoin,$0.0...09694,--
4159,BelecX Protocol,$0.006511,--
4160,iTrust.Finance,$0.005186,--
4161,Block Forest,$0.005904,--
4162,DMEX (Decentralized Mining Exchange),$0.02327,--
4163,Mission Helios,$0.00000006863,--
4164,Piccolo Inu,$0.0000000157,"$1,570,358"
4165,Hydraverse,$0.001201,"$26,664"
4166,Kawakami,$0.0000005993,"$591,276"
4167,DogeCola,$0.000000001449,"$1,449,453"
4168,LuckyDoge,$0.000002209,--
4169,Galaxy Heroes Coin (new),$0.000000004426,"$3,098,303"
4170,PolkaFantasy,$0.09792,"$1,436,352"
4171,ParagonsDAO,$0.07235,"$9,554,700"
4172,Grayscale Bitcoin Trust tokenized stock FTX,$18.93,--
4173,Froggies,$0.0...01378,--
4174,Anji,$0.0001119,"$696,518"
4175,YachtX,$0.00935,--
4176,TTX METAVERSE,$0.00002091,--
4177,SHIBIC,$0.000000172,"$368,440"
4178,XDoge Network,$0.0000062,--
4179,Baby Shiba Inu,$0.000000005313,--
4180,Victory Gem,$0.006622,--
4181,1X Short Ethereum Token,$22.72,--
4182,Vagabond,$0.0519,--
4183,Sportoken,$0.00003757,"$300,597"
4184,OEC BTC,"$28,613.53",--
4185,XRPayNet,$0.004365,--
4186,Firdaos,$0.05149,"$81,829"
4187,Flurry Finance,$0.0001955,--
4188,AMC FIGHT NIGHT,$0.02877,--
4189,Global Game Coin,$2.18,"$27,791,954"
4190,EnterDAO,$0.0736,--
4191,Embr,$0.01814,"$545,917"
4192,Hokkaido Inu,$0.001485,--
4193,ElonHype,$0.00008458,"$84,579"
4194,Monopoly Millionaire Game,$0.0104,--
4195,AtEM,$0.00006355,"$635,544"
4196,Paragen,$0.09875,"$262,674"
4197,Penguin Karts,$0.02556,"$77,215"
4198,Numitor,$0.4842,--
4199,Feyorra,$0.004083,--
4200,Dot Dot Finance,$0.009213,"$215,499"
4201,TON Token,$0.01679,"$20,510,101"
4202,Aalto Protocol,$22.13,"$12,424,445"
4203,PayNet Coin,$0.09217,"$51,613,979"
4204,Maneki-neko,$0.00009873,--
4205,Green Chart,$0.000003528,--
4206,Smarty Pay,$0.09317,--
4207,USDEX,$1.26,"$480,662"
4208,Techpay Coin,$0.3344,"$10,951,301"
4209,Banana Index,$0.0000007726,"$772,583"
4210,Chain Estate DAO,$0.0004886,"$146,588"
4211,Metis,$0.003094,--
4212,DumpBuster,$0.000001421,"$51,749"
4213,Polaris Finance,$5.40,34.42%
4214,Dope Wars Paper,$0.005752,--
4215,ValuableCoins,$13.93,--
4216,AOK,$0.04165,"$87,554,490"
4217,NDN Link,$0.002797,--
4218,ARize,$0.005852,"$324,553"
4219,Burn,$0.00002436,"$4,774,889"
4220,Geist Finance,$0.0131,"$2,086,409"
4221,GOAL token,$0.5537,"$55,374,705"
4222,Shiba Inu Mother,$0.000000003496,--
4223,Titi Financial,$0.0...05113,--
4224,BITCOLOJIX,$0.9949,"$79,591,132"
4225,DexGame,$0.01317,"$1,350,277"
4226,Polygonum Online,$0.1014,--
4227,fantomGO,$0.04036,--
4228,Juicebox,$0.003741,--
4229,Jinbi Token,"$1,615.83",--
4230,DeCredit,$0.002101,--
4231,Universe.XYZ,$0.01106,"$1,773,669"
4232,SavePlanetEarth,$0.007602,--
4233,MiniTesla,$0.0...04244,"$17,742"
4234,DUKE INU TOKEN,$0.0000009083,--
4235,Kyber Network Crystal Legacy,$1.88,"$384,914,748"
4236,Crafting Finance,$0.003747,"$232,284"
4237,Credefi,$0.002406,"$226,121"
4238,junca Cash,$0.1776,"$1,154,117"
4239,MaticVerse,$0.0000004853,--
4240,EYES Protocol,$0.006353,"$31,762,547"
4241,Lithosphere,$0.001332,"$1,666"
4242,Agricoin,$0.01261,--
4243,OUD,$0.01105,--
4244,UncleMine,$0.01749,--
4245,Jax.Network,$1.33,--
4246,Coinscope,$0.004114,--
4247,StorX Network,$0.09011,--
4248,Eco DeFi,$0.7823,"$3,892,888"
4249,SundaeSwap,$0.05317,--
4250,Franklin,$0.001033,"$198,222"
4251,CoinRadr,$0.00308,"$308,037"
4252,Piston,$14.20,--
4253,Archethic,$0.06991,"$15,134,270"
4254,Akropolis Delphi,$0.005793,--
4255,Aetherius,$0.00002062,--
4256,DesireNFT,$0.0002677,--
4257,GroupDao,$0.00000009574,"$5,292,571"
4258,MetaBomb,$0.008812,"$1,485,511"
4259,International Blockchain Technology,$4.71,"$105,462"
4260,BullionFx,$0.217,--
4261,Degree Crypto Token,$188.45,--
4262,Market Ledger,$0.2019,"$776,844"
4263,Bright Token,$0.1268,--
4264,Float Protocol: Float,$1.31,--
4265,DGPayment,$0.007691,"$481,512"
4266,Unique Venture Clubs,$0.01007,"$223,522"
4267,Secured MoonRat Token,$0.000000001767,"$1,531,938"
4268,CashBackPro,$2.22,"$226,463,190"
4269,TEN,$0.03085,"$1,634,380"
4270,Wakanda Inu,$0.0000000121,"$474,776"
4271,AdaSwap,$0.002572,--
4272,Hungarian Vizsla Inu,$0.0...01221,"$1,221,433"
4273,PumpETH,$0.0003562,"$356,182"
4274,PDDOLLAR,$0.2379,--
4275,Graviton Zero,$0.005064,"$105,181"
4276,Lux Bio Cell,$0.0001403,--
4277,Cryptogram,$0.0001546,--
4278,XUSD Stable,$0.971,--
4279,Connect,$0.1019,"$1,312,280"
4280,Meme Lordz,$0.01115,"$855,005"
4281,Zenlink,$0.126,"$2,019,949"
4282,CrossFi,$0.02825,--
4283,StepD,$0.0001306,$2
4284,Totally A Rug Pull,$0.000003525,"$3,377,790"
4285,Crypto Fight Club,$0.005154,"$422,456"
4286,Beefy Escrowed Fantom,$0.344,--
4287,BuildUp,$0.0385,--
4288,Sanin Inu,$0.000001356,--
4289,Lil Floki,$0.0...03729,"$316,112"
4290,Parex,$0.5372,"$510,806"
4291,Hope,$0.0001568,--
4292,MyToken,$0.0001303,--
4293,3X Long TRX Token,$0.04132,--
4294,Chellitcoin,$1.48,--
4295,Let's Go Brandon Token,$0.0...09759,--
4296,Safemars,$0.00000001421,"$5,589,457"
4297,Aid Ukraine Coin,$1.34,"$102,440,051"
4298,$FiPi,$0.06928,"$1,490,794"
4299,EarnGuild,$0.07314,--
4300,MoonBear.finance,$0.0000005681,"$170,423"
4301,Yinbi,$0.0001303,"$23,460"
4302,SaylorMoon,$0.0...03066,--
4303,Pledge,$0.0007053,--
4304,Single Finance,$0.01401,"$2,200,029"
4305,Fantom USD,$0.6948,--
4306,The Meebits,$0.01072,--
4307,War Bond Token,$0.007237,--
4308,Crypto Media Network,$0.2129,--
4309,IRON Titanium Token,$0.00000008335,"$2,912,284"
4310,LEOPARD,$0.0...01331,--
4311,Bitcoin Asia,$0.001429,--
4312,PornVerse,$0.001368,"$683,842"
4313,Doubloon,$0.05185,"$1,109,213"
4314,Nova finance,$0.8938,--
4315,CoFiX,$0.09282,--
4316,Aldrin,$0.4969,"$5,177,884"
4317,IVOGEL,$0.00001417,--
4318,Sukuna Inu,$0.0...00186,"$180,583"
4319,Mainston,$0.0375,"$6,613,517"
4320,Spintop,$0.03067,"$5,634,988"
4321,Shiba Lite,$0.000000004006,"$1,602,387"
4322,Viblos,$0.002031,"$795,982"
4323,LUXO,$0.098,--
4324,Confetti,$0.4868,--
4325,Genshiro,$0.004391,"$2,315,333"
4326,ZUNA,$0.00000001476,"$4,734,388"
4327,ETHAX,$0.0504,"$6,581,206"
4328,Ardana,$0.7563,"$15,150,612"
4329,Ethermon,$0.009295,--
4330,Marginswap,$0.06294,"$427,167"
4331,POKELON,$0.001033,"$179,800"
4332,Dreams Quest,$0.004108,"$572,931"
4333,R34P,$82.30,--
4334,GoCryptoMe,$0.005121,"$506,914"
4335,Satopay Network,$0.0003358,--
4336,Rijent Coin,$0.04199,--
4337,DeFiPie,$0.005558,--
4338,Piggy Finance,$0.0009591,"$8,221"
4339,Busy DAO,$0.004617,"$180,404"
4340,Pledge Coin,$0.0005505,--
4341,ZOO Crypto World,$0.003727,"$228,191"
4342,ARC,$0.01533,"$7,289,993"
4343,NeoFi,$0.01319,--
4344,Tethys,$0.2214,"$1,363,894"
4345,Titano,$0.007529,"$16,143,372"
4346,PolyCub,$0.1779,"$71,153"
4347,DoubleDice,$0.001805,"$758,017"
4348,Porta,$0.003191,"$105,990"
4349,Satoshi,$0.0002865,--
4350,SonarWatch,$0.02232,"$491,016"
4351,DeSpace Protocol,$0.01899,"$38,455"
4352,GameStop tokenized stock FTX,$134.29,--
4353,Structure finance,$0.01967,"$279,506"
4354,Defi For You,$0.003211,"$1,305,018"
4355,Gafa,$0.008278,--
4356,Jointer,$0.02299,--
4357,Betswap.gg,$0.03061,"$45,918,064"
4358,Nirvana ANA,$11.64,--
4359,Alibaba tokenized stock FTX,$94.05,--
4360,Dripto,$0.02254,--
4361,Dragon Crypto Aurum,$13.30,"$2,051,713"
4362,FUTURECOIN,$0.06386,--
4363,Libcoin,$0.8471,"$63,529,717"
4364,Coreum,$0.3049,"$30,490,947"
4365,WorldPlus,$0.00009389,--
4366,DfiStarter,$0.03135,--
4367,KList Protocol,$0.01702,--
4368,Lean Management Token,$1.69,"$1,775,963"
4369,DATACHAIN FOUNDATION (DC),$0.05128,--
4370,Privapp Network,$0.3867,"$579,976"
4371,rLoop,$0.02609,--
4372,DefiBox,$1.21,--
4373,Kols Offering Token,$0.02517,"$1,509,959"
4374,FONE,$0.00002331,--
4375,Glitter Finance,$0.01766,"$103,101"
4376,Paralink Network,$0.002486,"$820,953"
4377,SCARDust,$0.00000001031,--
4378,Kitten Coin,$0.0...03467,"$337,259"
4379,Samurai Legends,$0.01887,"$415,119"
4380,MetaGear,$0.01407,--
4381,TrustBase,$0.0003436,--
4382,Pearl,$11.78,--
4383,MiamiCoin,$0.002049,--
4384,My Crypto Heroes,$0.04408,--
4385,Cloudname,$0.0007337,--
4386,Chihuahua,$0.00005792,"$5,417,965"
4387,Monopolon,$0.8356,"$1,002,693"
4388,Cloudbric,$0.005137,--
4389,Etherlite,$0.0006952,--
4390,GSPI Shopping.io Governance,$0.9486,"$948,620"
4391,Hachiko,$0.0...03234,"$144,557"
4392,V3S Share,$0.5443,--
4393,MojitoSwap,$0.5245,"$9,064,955"
4394,NFTBooks,$0.0...05573,--
4395,Maximizer,$4.38,--
4396,Infinity DAO,$4.05,--
4397,PokerFI.Finance,$0.0002951,--
4398,CasinoCoin,$0.000611,"$25,227,102"
4399,HeroBook,$0.04232,--
4400,Airbloc,$0.00723,--
4401,BITGATTI,$0.0...02257,--
4402,0xDAO,$0.003338,--
4403,UNIUM,$13.39,"$38,931,039"
4404,MovingOn Finance,$0.01386,"$1,025,401"
4405,ShibKiller,$0.000000001266,--
4406,Uberstate RIT 2.0,$0.01627,--
4407,Pippi Finance,$0.001499,--
4408,LocalTrade,$0.1027,--
4409,FantOHM DAO,$0.7964,"$1,964,053"
4410,Graphen,$0.0001508,--
4411,Operon Origins,$0.009408,"$43,041"
4412,Pegaxy,$0.03273,"$2,782,759"
4413,Lumerin,$0.04297,--
4414,Crogecoin,$0.003223,--
4415,Ripio Coin,$0.01069,"$454,418"
4416,WiBX,$0.004752,"$31,968,678"
4417,KLAYMETA,$0.08821,"$1,319,690"
4418,Crypto Chip Token,$0.0009333,"$93,331"
4419,CryptoBank,$0.0003431,--
4420,Ride To Earn,$0.004146,"$3,957,464"
4421,Squirt Game,$0.0...02099,"$158,746"
4422,iShares MSCI Emerging Markets ETF Defichain,$44.11,--
4423,Convex CRV,$1.17,"$37,123,622"
4424,HOME TO EARN,$0.000005866,"$58,660"
4425,Notable,$0.02549,"$1,352,235"
4426,Himo World,$0.01818,"$214,363"
4427,NFTMart Token,$0.004454,--
4428,Dapp Token,$0.0007389,--
4429,Dali,$0.00000001169,--
4430,Apollo Inu,$0.00001402,--
4431,LUXY,$0.04433,"$310,284"
4432,Space Misfits,$0.06991,"$853,859"
4433,Nominex,$1.42,"$51,115,129"
4434,MDsquare,$0.0002675,--
4435,Vexchange,$0.2678,"$8,230,983"
4436,Nomad Exiles,$0.02184,--
4437,DYAKON,$0.0002653,--
4438,Mycro,$0.01318,--
4439,OkLetsPlay,$0.008543,--
4440,Occam.Fi,$0.384,"$5,728,157"
4441,MetaGods,$0.06072,"$623,351"
4442,Pontoon,$0.07842,"$658,787"
4443,1X Short BNB Token,$8.29,--
4444,XIDR,$0.00006823,"$5,959,497"
4445,EHash,$0.04202,--
4446,Pi INU,$0.0000005683,"$1,592,054"
4447,Shkreli Inu,$0.0...04195,"$419,511"
4448,Artery Network,$0.03214,"$3,952,035"
4449,KAINET,$0.004135,"$2,108,682"
4450,Carbon Coin,$0.431,"$2,154,925"
4451,Bent Finance,$0.4463,--
4452,Winry Inu,$0.0...01478,--
4453,Aurix,$0.5038,"$8,564,647"
4454,Umami Finance,$20.05,--
4455,Terra World Token,$0.00543,"$1,009,578"
4456,Whive Protocol,$0.009874,--
4457,Probinex,$0.0375,"$8,727,225"
4458,WeStarter,$0.01247,--
4459,Demeter,$2.76,"$683,068"
4460,Crypto Carbon Energy,$0.4683,"$4,773,517"
4461,Triveum,$0.00293,"$568,383"
4462,World of Defish,$0.004149,"$497,841"
4463,Shera Tokens,$0.00000007841,"$156,820"
4464,Spectrum Token,$0.1551,"$1,401,963"
4465,Leonicorn Swap ( LEON ),$0.008004,"$1,638,236"
4466,DefiDollar DAO,$0.02636,--
4467,Croissant Games,$0.002719,--
4468,The Web3 Project,$119.29,"$4,793,188"
4469,MINE Network,$0.003896,"$895,574"
4470,Solidex,$0.2078,--
4471,Yield Yak,$372.28,--
4472,AmazingTeamDAO,$31.71,"$3,171,012"
4473,CryptoCoinPay,$0.113,--
4474,Wrapped Elastos,$1.85,--
4475,Rowan Token,$0.001016,--
4476,Beethoven X,$0.1027,--
4477,Solster Finance,$0.007882,--
4478,Medicalveda,$0.004304,--
4479,Tag Protocol,$0.05783,--
4480,Phaeton,$0.1252,--
4481,Balıkesirspor Token,$1.69,"$16,841,535"
4482,Lum Network,$0.001584,--
4483,Pollen,$0.07975,"$704,276"
4484,PolkaPets,$0.02181,--
4485,Mirrored Ether,$89.74,--
4486,Lion Scrub Finance,$0.1084,--
4487,Petsneaker,$0.005295,"$2,647,587"
4488,Exponential Capital,$0.000001795,"$1,754,141"
4489,Bulldogswap,$0.0005564,--
4490,HalfPizza,$0.00005729,--
4491,Blitz Labs,$0.01006,"$1,938,219"
4492,CRIR MSH,$0.006236,"$83,409"
4493,Channels,$0.0004771,"$99,952"
4494,MagicCraft,$0.003167,"$2,552,271"
4495,YIN Finance,$0.1544,"$550,386"
4496,Pagan Gods,$0.0002537,"$304,493"
4497,Crypto Gaming United,$0.2222,"$99,495,306"
4498,iShares MSCI World ETF Tokenized Stock Defichain,$124.21,--
4499,Quantfury Token,$8.61,"$86,126,722"
4500,Pochi Inu,$0.000006792,"$679,223"
4501,DShares,$13.89,--
4502,Streamer Inu,$0.004177,"$4,177,451"
4503,Green Life Energy,$0.06286,"$10,058,333"
4504,Thetan Coin,$0.007844,--
4505,Paypolitan Token,$0.02049,--
4506,YFIONE,$14.74,--
4507,HEdpAY,$0.3995,"$26,168,862"
4508,KStarCoin,$0.009649,"$5,952,373"
4509,BLACKHOLE PROTOCOL,$0.002078,--
4510,Sheesha Finance Polygon,$0.002604,"$631,999"
4511,CasperPad,$0.002527,--
4512,Blockmason Link,$0.0002449,--
4513,Friends With Benefits Pro,$10.81,--
4514,Dinosaureggs,$0.009911,--
4515,RunNode,$0.01383,"$541,163"
4516,Aonea Coin,$0.1017,--
4517,Golden Doge,$0.0...01026,"$1,014,094"
4518,ChainCade,$0.000000001027,"$493,921"
4519,Freecash,$0.006861,--
4520,SOLACE,$0.02073,--
4521,DDDX Protocol,$0.007179,--
4522,Envelop,$0.003651,--
4523,Hundred Finance,$0.1079,"$321,729"
4524,Chikn Egg,$0.2699,--
4525,GameFi Protocol,$0.02775,--
4526,Starchi,$0.002304,--
4527,Dream,$0.04231,"$4,231,095"
4528,Goldex Token,$0.2219,"$294,288"
4529,Kusunoki Samurai,$0.0...01318,--
4530,BitBase Token,$0.4024,--
4531,NuriFootBall,$0.0202,"$2,475,568"
4532,Dinastycoin,$0.0004666,--
4533,sEUR,$1.07,--
4534,Game Ace Token,$1.69,"$1,496,895"
4535,Vodka Token,$0.0003953,"$15,831,516"
4536,Topshelf Finance,$0.000738,--
4537,SafeMars,$0.00000000517,--
4538,Lilly Finance,$0.0...08536,--
4539,Txbit Token,$0.0009688,--
4540,NFT Starter,$0.000001448,--
4541,Vires Finance,$53.19,"$23,000,841"
4542,Panther Protocol,$0.08093,"$10,478,366"
4543,Cheems Inu,$0.0...01716,"$8,341,702"
4544,POLARNODES,$0.1248,--
4545,Bitcoin Bam,$0.6143,"$6,142,718"
4546,Neton,$0.9662,--
4547,MAIN,$0.00191,"$201,753"
4548,ZURRENCY,$2.35,--
4549,CoPuppy,$0.003935,"$58,553"
4550,Lina Network,$0.006762,"$2,649,597"
4551,Pirate X Pirate,$0.005956,--
4552,xUSD,$0.9445,--
4553,FRMx Token,$840.56,--
4554,CryptoZoo (new),$0.000006733,--
4555,smolting inu,$1.61,"$1,496,897"
4556,Empty Set Crypto,$0.181,--
4557,IlliquidDAO,$0.002214,--
4558,FansCoin,$0.1436,--
4559,Xodex,$0.0006777,"$6,438,170"
4560,PureFi Protocol,$0.01797,"$566,484"
4561,BFK Warzone,$0.00101,"$527,456"
4562,Jenny Metaverse DAO Token,$0.3119,"$3,119,376"
4563,Yaki Gold,$0.000091,--
4564,3X Long Altcoin Index Token,$0.4321,--
4565,Feisty Doge NFT,$0.00004898,--
4566,Cpos Cloud Payment,$0.0004685,"$327,993"
4567,Solvent,$0.06594,"$456,329"
4568,MagnetGold,$0.4671,"$130,798,589"
4569,MultiversePad,$0.00148,--
4570,Basis Gold Share,$1.47,--
4571,Talent Token,$0.003245,--
4572,OOGI,$0.00003181,"$313,395"
4573,SOLIDsex: Tokenized veSOLID,$0.04978,--
4574,Llamaverse,$0.3489,--
4575,WallStreetBets DApp,$0.001906,--
4576,Banana.finance,$53.11,--
4577,Idle Cyber,$0.0009299,--
4578,ATTN,$0.0001848,--
4579,NIL Coin,$0.000003974,"$3,767,175"
4580,EvilSquidGame,$0.000000754,--
4581,StellarPayGlobal,$0.2573,--
4582,Thoreum V2,$0.2533,"$4,669,218"
4583,Degen Finance,$0.1423,--
4584,Equilibria,$0.2639,"$14,697,128"
4585,Force For Fast,$0.0004749,--
4586,Blocksport,$0.002807,"$112,267"
4587,YetiSwap,$0.001533,"$123,972"
4588,Your Future Exchange,$0.03148,--
4589,Chintai,$0.02092,"$20,900,157"
4590,Moremoney USD,$0.9882,--
4591,Global Digital Content,$0.004199,--
4592,Sunflower Farm,$0.006854,--
4593,Solanax,$0.01346,"$191,001"
4594,Freedom. Jobs. Business.,$0.0004522,"$8,919,382"
4595,Megatech,$0.004155,--
4596,LIQ Protocol,$0.002229,--
4597,UkraineDAO Flag NFT,$0.1948,--
4598,NFT Global,$0.0004093,"$409,330"
4599,VeldoraBSC,$0.0...02849,"$284,937"
4600,Restore Truth Token,$0.0002008,"$1,680,350"
4601,Solcial,$0.3368,"$5,067,523"
4602,WoopMoney,$0.000002306,"$46,129"
4603,Cope,$0.05217,"$834,654"
4604,bloXmove Token,$0.3172,"$2,193,608"
4605,MMA Gaming,$0.01004,--
4606,ProSwap,$0.1249,--
4607,Calamari Network,$0.002163,--
4608,GN,$0.000000699,"$699,007"
4609,BXTB Foundation,$0.0001908,--
4610,Koinos,$0.2846,"$27,560,287"
4611,Kitsumon,$0.0001105,"$433,384"
4612,Golfrochain,$0.142,--
4613,B20,$0.281,--
4614,Vigorus,$0.0001485,--
4615,Dexfin,$0.02314,--
4616,Aavegotchi ALPHA,$0.181,--
4617,KuSwap,$0.1932,--
4618,Solyard Finance,$0.0006449,--
4619,linSpirit,$0.01897,--
4620,Bozkurt Token,$0.0000013,"$75,913"
4621,Amara Finance,$0.004115,"$202,471"
4622,1x Short Bitcoin Token,$111.24,--
4623,BLOCKMAX,$0.04674,--
4624,Coffin Dollar,$0.8775,--
4625,Smart Donation Coin,$0.1473,"$2,562,569"
4626,Lottonation,$0.04736,--
4627,Meta Business,$0.0000235,$-0
4628,Perion,$0.1584,"$612,390"
4629,VinDax Coin,$0.009044,--
4630,DeltaFi,$0.1798,--
4631,Baby Tiger King,$0.0...01479,--
4632,NELO Metaverse,$0.001358,"$5,091,401"
4633,Nifty League,$0.004181,--
4634,Unicorn Milk,$0.0549,--
4635,3X Long Theta Network Token,$0.003831,--
4636,ACU Platform,$2.19,--
4637,Nemesis DAO,$9.28,"$178,398"
4638,Babylons,$0.01819,"$719,018"
4639,USDH Hubble Stablecoin,$0.9956,"$10,101,021"
4640,Akitavax,$0.0001039,"$30,139"
4641,3x Long Litecoin Token,$0.0003122,--
4642,Travel Coin,$0.003686,"$18,431"
4643,Batasm Protocol BSM,$0.1007,--
4644,API INU,$0.00000008866,"$438,308"
4645,Musk Metaverse,$0.000000005688,"$5,688,450"
4646,Australian Safe Shepherd,$0.0...06928,"$6,928,485"
4647,Thales,$0.2652,"$5,114,504"
4648,Metapocket,$4.60,"$6,511,404"
4649,Fanspel,$0.02083,"$12,609"
4650,Merkle Network,$0.05887,--
4651,DOLA,$0.9971,"$72,545,264"
4652,Elon GOAT,$0.000784,--
4653,3X Long Cosmos Token,$0.00002408,--
4654,GAMER,$0.01241,"$4,079,549"
4655,NextEarth,$0.002997,"$14,782,049"
4656,Billionaire Plus,$0.0002512,"$86,902"
4657,HashBridge Oracle,$0.00431,--
4658,APWine Finance,$0.2315,--
4659,Morphie Network,$0.00001429,"$15,289"
4660,Eterna,$0.001695,"$1,695,157"
4661,FluidFi,$0.6075,--
4662,YUSD Stablecoin,$0.9905,"$216,048,654"
4663,SolDoge,$0.00003086,"$308,607"
4664,Witch Token,$0.3016,--
4665,Anonverse Gaming Token,$0.0004267,"$32,255,467"
4666,Omax Token,$0.001179,--
4667,Consensus Cell Network,$0.008343,--
4668,Church Dao,$0.0...06382,"$496,358"
4669,Homerun Token,$0.006261,"$1,583,971"
4670,DOOR,$0.04645,"$35,507,693"
4671,Amazon tokenized stock FTX,"$2,312.00",--
4672,Loot Dollar,$0.2164,"$25,966"
4673,TribeOne,$0.01853,"$1,292,101"
4674,Alpha Kongs Club,$0.2324,"$107,014"
4675,Valkyrie Protocol,$0.001119,"$180,338"
4676,Wrapped Staked HEC,$85.51,"$5,176,104"
4677,Metahero Universe (POW),$0.05236,"$10,472,376"
4678,Release Project,$0.000006996,"$668,559"
4679,Metastrike,$0.03185,"$692,286"
4680,Block Ape Scissors,$0.1942,"$9,583,790"
4681,Realfinance Network,$0.001643,--
4682,Kitty Kat Coin,$0.04461,"$156,123"
4683,Compound Basic Attention Token,$0.007491,--
4684,Demole,$0.005873,--
4685,ROBBY,$0.01637,"$163,673"
4686,Iron,$0.9834,--
4687,Fuusion,$0.004414,--
4688,Nesten,$0.08507,"$5,703,048"
4689,HK Coin,$0.1266,--
4690,CharityDAO,$0.06512,"$199,261"
4691,Zodium,$0.02168,"$54,200"
4692,ArchAngel Token,$0.0...03074,"$1,646,993"
4693,3x Long XRP Token,$0.00003665,--
4694,PicaArtMoney,$0.003377,--
4695,GADGETWAR,$0.0009208,"$48,891"
4696,Defi Coin,$0.3679,"$4,295,214"
4697,LiveNFT,$0.0004778,"$15,769"
4698,Lido Bonded LUNA,$0.002286,--
4699,Auric Network,$0.02737,--
4700,Shack Token,$0.01145,"$11,682,138"
4701,Kujira,$0.005102,--
4702,XMINE,$0.00001302,--
4703,Vanguard Real Estate Tokenized Stock Defichain,$97.74,--
4704,Stilton Musk,$0.0000004011,"$3,389,881"
4705,Moonpot,$0.2262,"$1,715,938"
4706,PL^Gnet,$0.002329,"$6,736,450"
4707,OneRing,$0.06196,"$191,562"
4708,Tutellus,$0.3073,"$763,692"
4709,Speed Star JOC,$0.001544,--
4710,TattooMoney,$0.01052,"$1,528,592"
4711,Poollotto.finance,$11.50,"$95,016,218"
4712,Puff,$0.1107,--
4713,Generous Robots DAO,$0.2147,--
4714,Fuse Dollar,$0.9989,--
4715,HZM Coin,$0.002059,"$8,028,985"
4716,Mogu,$0.007532,--
4717,Data Economy Index,$21.14,--
4718,ViteX Coin,$0.07008,--
4719,DragonSea,$0.003618,--
4720,AnySniper,$0.001621,--
4721,Cake Monster,$0.001276,"$8,208,455"
4722,PDSHARE,$22.35,--
4723,RFOX Finance,$0.2492,--
4724,Hanzo,$0.00000001312,$472
4725,Futureswap,$0.2182,--
4726,VKENAF,$0.00582,--
4727,Vinci,$2.52,--
4728,HarryPotterObamaSonic10Inu,$0.000000001527,"$418,814"
4729,LESLARVERSE,$0.000003998,--
4730,TangoSwap,$0.02142,--
4731,BigShortBets,$1.89,"$14,130,922"
4732,REU,$0.02377,"$186,705"
4733,SmartFi,$1.07,--
4734,Vulkania,$0.1053,"$2,142,065"
4735,Acumen,$3.00,--
4736,Scrap,$1.13,--
4737,Taxa Token,$0.003001,--
4738,LordToken,$0.02284,--
4739,Ki,$0.0656,"$13,012,374"
4740,Jaiho Crypto,$0.0004922,"$246,112"
4741,VCGamers,$0.05163,--
4742,Bogged,$0.3888,"$5,465,618"
4743,MarsRise,$0.000000001447,--
4744,UXD Protocol,$0.04573,"$13,719,987"
4745,Ballswap,$0.000295,"$140,970,839"
4746,IOI Token,$0.4238,"$3,820,613"
4747,Grinbit,$0.06475,--
4748,Shih Tzu,$0.0...08969,"$896,897"
4749,Oceans Finance,$0.628,--
4750,NewB.Farm,$12.02,"$458,692"
4751,Potentiam,$0.02464,"$912,342"
4752,ROI Token,$0.00006794,"$1,494,998"
4753,Diabolo,$0.1998,--
4754,YEL.Finance,$0.005291,--
4755,Swinca,$0.01378,"$1,185,258"
4756,Tranquil Staked ONE,$0.04235,--
4757,Fountain Protocol,$0.001408,"$106,404"
4758,Defi Shopping Stake,$0.008032,--
4759,Peoplez,$0.04696,"$28,979"
4760,GemHUB,$0.1256,--
4761,Frapped USDT,$1.00,--
4762,Apricot Finance,$0.008208,--
4763,Takemichi Inu,$0.0000004069,"$813,777"
